BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB,id
Blessing Muzarabani,4,0,37,1,9.25,9,3,2,0,0,169
Shahnawaz Dahani,4,0,31,4,7.75,13,4,1,1,1,169
Imran Tahir,4,0,27,0,6.75,3,0,1,0,0,169
Wahab Riaz,3,0,33,0,11.00,5,4,1,2,0,169
Mohammad Irfan,4,0,24,1,6.00,9,3,0,0,0,169
Mohammad Imran,2.3,0,34,1,13.60,5,1,3,2,0,169
Umaid Asif,3,0,36,0,12.00,3,7,0,0,0,169
Fabian Allen,4,0,39,0,9.75,3,0,3,1,0,169
Akif Javed,4,0,31,1,7.75,8,1,1,2,0,170
Hasan Ali,4,0,31,1,7.75,12,4,1,2,0,170
Mohammad Wasim,4,0,52,1,13.00,4,4,3,1,0,170
Ali Khan,3,0,34,1,11.33,4,4,1,0,0,170
Iftikhar Ahmed,2,0,10,0,5.00,3,0,0,0,0,170
Shadab Khan,3,0,31,0,10.33,5,1,3,0,0,170
Mohammad Amir,3.4,0,32,0,8.72,10,5,0,4,0,170
Waqas Maqsood,4,0,27,1,6.75,7,2,0,1,0,170
Abbas Afridi,3,0,33,1,11.00,5,3,1,2,0,170
Imad Wasim,2,0,13,0,6.50,5,2,0,0,0,170
Arshad Iqbal,4,0,46,0,11.50,6,4,3,0,0,170
Thisara Perera,2,0,34,0,17.00,2,2,3,1,1,170
Shaheen Shah Afridi,4,0,28,0,7.00,10,3,0,3,1,171
James Faulkner,4,0,25,3,6.25,16,3,1,1,0,171
Ahmed Daniyal,2,0,19,0,9.50,4,3,0,1,0,171
Haris Rauf,4,0,44,0,11.00,9,7,1,0,0,171
Mohammad Hafeez,2,0,12,1,6.00,3,1,0,0,0,171
Rashid Khan,4,0,23,1,5.75,12,1,1,1,0,171
Usman Shinwari,4,0,32,3,8.00,11,3,1,0,1,171
Mohammad Hasnain,4,0,40,2,10.00,10,4,2,2,0,171
Khurram Shahzad,3,0,14,3,4.66,8,0,0,0,0,171
Mohammad Nawaz,4,0,16,2,4.00,13,0,1,0,0,171
Hassan Khan,2,0,14,0,7.00,5,2,0,0,0,171
Zahoor Khan,1,0,23,0,23.00,0,2,2,1,0,171
Wahab Riaz,4,0,34,3,8.50,13,4,2,1,0,172
Mohammad Irfan,4,0,21,0,5.25,13,0,1,3,0,172
Sameen Gul,3,0,13,2,4.33,11,1,0,2,0,172
Shoaib Malik,2,0,9,0,4.50,4,0,0,0,0,172
Umaid Asif,3,0,15,0,5.00,11,1,1,0,0,172
Abrar Ahmed,4,0,14,3,3.50,15,0,1,0,0,172
Mohammad Amir,2,0,31,0,15.50,3,5,1,1,0,172
Aamer Yamin,2,0,27,1,13.50,6,3,2,2,0,172
Noor Ahmad,3,0,24,1,8.00,11,3,0,3,0,172
Waqas Maqsood,1,0,8,0,8.00,5,1,0,2,1,172
Abbas Afridi,1,0,13,0,13.00,1,1,1,0,0,172
Imad Wasim,2,1,2,2,1.00,10,0,0,0,0,172
Usman Shinwari,4,0,35,0,8.75,8,5,0,1,0,173
Mohammad Nawaz,3,0,32,1,10.66,4,2,2,0,0,173
Mohammad Hasnain,4,0,44,0,11.00,5,4,2,1,0,173
Zahir Khan,4,0,25,1,6.25,9,1,0,2,0,173
Khurram Shahzad,4,0,26,2,6.50,12,2,1,0,0,173
Hassan Khan,1,0,16,1,16.00,1,0,2,0,0,173
Blessing Muzarabani,2,0,8,1,4.00,8,1,0,1,0,173
Sohail Tanvir,3,0,28,1,9.33,5,2,1,0,0,173
Shahnawaz Dahani,3.1,0,15,1,4.73,11,2,0,0,0,173
Imran Khan,2,0,13,2,6.50,7,1,1,0,0,173
Imran Tahir,2,1,7,3,3.50,8,1,0,0,0,173
Wahab Riaz,4,0,36,0,9.00,11,7,0,2,0,174
Sameen Gul,4,0,56,1,14.00,7,7,3,2,0,174
Umaid Asif,4,0,54,0,13.50,5,5,3,0,0,174
Abrar Ahmed,3,0,48,0,16.00,2,3,4,0,0,174
Shoaib Malik,2,0,14,1,7.00,3,1,0,0,0,174
Waqar Salamkheil,3,0,38,0,12.66,4,2,3,0,0,174
Akif Javed,4,0,43,3,10.75,6,5,1,3,0,174
Hasan Ali,4,0,30,1,7.50,9,3,1,0,0,174
Zafar Gohar,4,0,65,0,16.25,5,4,6,2,0,174
Fawad Ahmed,4,0,51,0,12.75,3,4,3,1,0,174
Hussain Talat,4,0,37,2,9.25,6,4,1,0,0,174
Shaheen Shah Afridi,4,0,41,1,10.25,5,3,2,2,0,175
James Faulkner,4,0,27,0,6.75,9,2,1,0,0,175
Haris Rauf,4,0,41,0,10.25,6,3,2,0,1,175
Rashid Khan,4,0,25,2,6.25,10,3,0,1,0,175
Ahmed Daniyal,3,0,34,1,11.33,5,3,2,2,0,175
Mohammad Hafeez,1,0,4,1,4.00,2,0,0,0,0,175
Imad Wasim,4,0,31,1,7.75,9,1,2,0,0,175
Mohammad Amir,4,0,31,0,7.75,10,3,1,1,0,175
Mohammad Ilyas,4,1,41,2,10.25,11,5,2,0,1,175
Abbas Afridi,2,0,29,1,14.50,5,0,4,2,0,175
Noor Ahmad,4,0,19,2,4.75,12,2,0,1,0,175
Danish Aziz,2,0,15,0,7.50,5,1,1,0,0,175
Shaheen Shah Afridi,4,0,23,3,5.75,13,1,0,2,1,176
James Faulkner,4,0,30,2,7.50,12,4,1,0,0,176
Haris Rauf,4,0,51,1,12.75,9,8,2,1,0,176
Rashid Khan,4,0,18,1,4.50,12,1,0,1,0,176
Ahmed Daniyal,3,0,24,1,8.00,7,2,1,0,0,176
Mohammad Hafeez,1,0,16,0,16.00,0,0,2,0,0,176
Sohail Tanvir,3,0,16,0,5.33,6,1,0,0,0,176
Imran Khan,4,0,24,3,6.00,10,3,0,0,0,176
Shahnawaz Dahani,3.1,1,5,4,1.57,14,0,0,0,0,176
Blessing Muzarabani,2,0,26,2,13.00,6,1,3,1,0,176
Imran Tahir,3,0,18,1,6.00,5,1,0,0,0,176
Naseem Shah,2,0,15,0,7.50,8,1,0,2,1,177
Jack Wildermuth,3,0,53,0,17.66,5,2,6,0,1,177
Khurram Shahzad,3,0,25,1,8.33,8,3,1,0,0,177
Abdul Nasir,4,0,15,1,3.75,13,1,0,0,0,177
Hassan Khan,4,0,40,0,10.00,5,2,3,0,0,177
Aarish Ali Khan,4,0,28,4,7.00,13,2,2,0,0,177
Imad Wasim,4,0,34,0,8.50,10,1,3,0,0,177
Mohammad Amir,4,0,21,0,5.25,13,3,0,0,0,177
Mohammad Ilyas,4,0,39,3,9.75,10,7,0,2,0,177
Arshad Iqbal,4,0,39,2,9.75,9,4,2,0,0,177
Noor Ahmad,4,0,29,0,7.25,8,3,0,3,0,177
Ali Khan,3,0,26,0,8.66,6,3,0,4,0,178
Faheem Ashraf,4,0,24,2,6.00,10,2,0,2,0,178
Mohammad Wasim,4,0,31,4,7.75,11,6,0,0,0,178
Fawad Ahmed,4,0,25,2,6.25,10,3,0,1,0,178
Shadab Khan,4,0,31,1,7.75,9,0,3,0,0,178
Iftikhar Ahmed,1,0,11,1,11.00,4,1,1,1,0,178
Sohail Khan,4,0,36,0,9.00,9,3,2,1,1,178
Blessing Muzarabani,2.4,0,16,1,6.00,7,2,0,0,0,178
Mohammad Umar,4,0,45,1,11.25,9,6,2,1,1,178
Shahnawaz Dahani,4,0,21,2,5.25,11,1,1,0,0,178
Usman Qadir,4,0,22,2,5.50,7,1,0,0,0,178
Hammad Azam,1,0,8,0,8.00,0,0,0,0,0,178
Hasan Ali,4,0,25,0,6.25,11,2,1,0,0,179
Akif Javed,4,0,50,1,12.50,11,2,6,0,0,179
Faheem Ashraf,4,0,35,2,8.75,7,5,0,0,0,179
Shadab Khan,4,0,25,2,6.25,14,3,1,0,0,179
Mohammad Wasim,4,0,44,0,11.00,5,3,3,0,0,179
Sohail Tanvir,4,0,17,3,4.25,12,1,0,0,0,179
Imran Khan,4,0,40,1,10.00,6,6,0,1,0,179
Shahnawaz Dahani,3,0,29,0,9.66,5,3,1,0,0,179
Blessing Muzarabani,4,0,31,3,7.75,11,4,1,0,0,179
Imran Tahir,4,0,29,2,7.25,8,2,1,0,0,179
Wahab Riaz,4,0,29,2,7.25,11,3,0,2,0,180
Mohammad Irfan,4,0,21,2,5.25,15,4,0,0,0,180
Mohammad Imran,4,0,37,1,9.25,8,6,0,0,0,180
Umaid Asif,4,0,37,2,9.25,8,2,2,1,0,180
Khalid Usman,4,0,45,0,11.25,3,2,3,1,0,180
Imad Wasim,3,0,26,0,8.66,9,3,1,1,0,180
Mohammad Amir,4,0,37,1,9.25,10,4,2,1,0,180
Mohammad Ilyas,3.5,0,30,1,7.82,9,3,1,1,0,180
Arshad Iqbal,3,0,28,0,9.33,5,3,1,0,0,180
Noor Ahmad,4,0,41,1,10.25,10,4,2,3,0,180
Thisara Perera,2,0,10,2,5.00,6,1,0,0,0,180
Shoaib Malik,1,0,7,0,7.00,3,1,0,0,0,181
Mohammad Imran,4,0,34,1,8.50,8,2,2,0,0,181
Mohammad Irfan,4,0,21,1,5.25,14,3,0,1,0,181
Wahab Riaz,4,1,35,2,8.75,11,5,1,0,0,181
Umaid Asif,3,0,44,2,14.66,5,5,3,0,0,181
Amad Butt,4,0,26,1,6.50,13,1,2,0,0,181
Hasan Ali,3.5,0,43,1,11.21,10,7,1,0,2,181
Akif Javed,3,0,18,0,6.00,8,2,0,2,0,181
Faheem Ashraf,3,0,20,0,6.66,9,3,0,1,0,181
Shadab Khan,4,0,55,0,13.75,7,4,5,0,0,181
Mohammad Wasim,3,0,32,1,10.66,8,3,2,2,0,181
Sameen Gul,4,0,26,2,6.50,11,3,0,2,0,182
Mohammad Irfan,4,0,27,0,6.75,11,3,1,0,0,182
Wahab Riaz,4,0,52,0,13.00,4,5,2,3,0,182
Amad Butt,4,0,52,0,13.00,5,3,4,0,1,182
Mohammad Imran,4,0,47,2,11.75,6,5,2,0,0,182
Sohail Tanvir,4,0,35,1,8.75,7,3,1,0,0,182
Imran Khan,4,1,27,2,6.75,15,2,2,1,1,182
Blessing Muzarabani,4,0,26,2,6.50,16,2,2,0,1,182
Shahnawaz Dahani,4,0,38,0,9.50,10,5,1,2,0,182
Imran Tahir,4,0,33,3,8.25,9,1,2,3,0,182
David Willey,4,0,29,0,7.25,10,3,1,0,0,183
Imran Khan,4,0,32,0,8.00,3,2,0,0,1,183
Shahnawaz Dahani,3,0,14,1,4.66,8,1,0,0,1,183
Tim David,2,0,19,0,9.50,4,0,2,1,0,183
Imran Tahir,4,0,16,3,4.00,8,0,0,0,0,183
Khushdil Shah,2,0,8,1,4.00,4,0,0,0,0,183
Ihsanullah,1,0,3,0,3.00,4,0,0,0,0,183
Aamer Yamin,2,0,14,0,7.00,7,1,1,0,0,183
Mohammad Imran,3,0,30,0,10.00,4,3,1,0,0,183
Mohammad Ilyas,1,0,2,1,2.00,4,0,0,0,0,183
Umaid Asif,2,0,10,0,5.00,5,1,0,0,0,183
Mohammad Taha,4,0,32,0,8.00,4,1,1,1,0,183
Lewis Gregory,3,0,19,0,6.33,7,1,1,0,0,183
Mohammad Nabi,3.2,0,17,2,5.10,10,0,1,1,0,183
Sameen Gul,4,0,41,2,10.25,7,6,1,1,0,184
Sohail Khan,4,0,51,0,12.75,7,5,3,0,1,184
Pat Brown,4,0,34,0,8.50,7,5,0,0,0,184
Usman Qadir,4,0,20,2,5.00,14,1,1,1,0,184
Ben Cutting,1,0,12,0,12.00,1,0,1,1,0,184
Shoaib Malik,1,0,8,0,8.00,3,0,1,0,0,184
Hussain Talat,2,0,21,0,10.50,3,4,0,0,0,184
Sohail Tanvir,2,0,18,0,9.00,6,2,1,0,1,184
Mohammad Hasnain,2,0,24,0,12.00,2,4,0,1,0,184
Mohammad Nawaz,4,0,44,3,11.00,11,3,4,1,0,184
James Faulkner,4,0,40,1,10.00,7,4,2,0,0,184
Naseem Shah,3.4,0,19,1,5.18,11,2,0,1,0,184
Ashir Qureshi,3,0,30,0,10.00,6,3,1,0,0,184
Iftikhar Ahmed,1,0,10,0,10.00,1,0,1,0,0,184
David Willey,3,0,23,1,7.66,7,3,0,1,0,185
Imran Khan,3.4,0,54,0,14.72,2,6,3,0,0,185
Shahnawaz Dahani,4,0,44,1,11.00,8,4,3,0,0,185
Imran Tahir,4,0,32,1,8.00,6,1,2,1,0,185
Tim David,1,0,15,0,15.00,0,1,1,0,0,185
Ihsanullah,2.2,0,20,1,8.57,3,3,0,0,0,185
Khushdil Shah,2,0,14,1,7.00,3,1,0,2,0,185
Shaheen Shah Afridi,4,0,40,3,10.00,10,5,2,1,0,185
Zaman Khan,4,0,41,0,10.25,6,7,0,1,0,185
Samit Patel,1,0,19,0,19.00,1,3,1,0,0,185
Haris Rauf,3.4,0,46,1,12.54,8,6,2,1,1,185
David Wiese,3,0,32,0,10.66,2,4,0,1,0,185
Rashid Khan,4,0,28,1,7.00,12,1,1,1,0,185
Sohail Tanvir,4,0,29,2,7.25,12,4,0,0,1,186
Mohammad Hasnain,3,0,25,1,8.33,7,4,0,0,0,186
Naseem Shah,3.3,0,20,5,5.71,13,2,1,1,0,186
Mohammad Nawaz,4,0,19,1,4.75,11,0,1,0,0,186
Iftikhar Ahmed,1,0,4,0,4.00,3,0,0,0,0,186
James Faulkner,2,0,16,1,8.00,5,1,1,0,0,186
Imad Wasim,4,0,18,0,4.50,12,1,0,1,0,186
Aamer Yamin,1,0,11,0,11.00,3,1,0,1,0,186
Mohammad Ilyas,2,0,26,0,13.00,4,6,0,0,0,186
Mohammad Imran,3,0,23,1,7.66,10,3,1,0,0,186
Mohammad Nabi,4,0,15,0,3.75,10,0,0,0,0,186
Lewis Gregory,1.4,0,19,0,11.40,3,3,0,0,1,186
Hasan Ali,4,0,34,2,8.50,8,4,1,1,0,187
Faheem Ashraf,4,0,23,2,5.75,14,4,0,0,0,187
Mohammad Wasim,4,0,37,1,9.25,10,5,0,4,1,187
Shadab Khan,4,0,28,1,7.00,12,1,2,2,0,187
Marchant de Lange,3,0,29,0,9.66,3,4,0,0,0,187
Mubasir Khan,1,0,12,0,12.00,2,1,1,0,0,187
Wahab Riaz,3.0,0,22,0,7.33,8,4,0,0,0,187
Sohail Khan,3.0,0,45,0,15.0,4,5,3,0,0,187
Usman Qadir,3.0,0,41,0,13.66,2,3,3,0,0,187
Pat Brown,3.0,0,27,0,9.0,6,5,0,0,0,187
Hussain Talat,2.0,0,13,0,6.5,3,1,0,1,0,187
Ben Cutting,1.5,0,19,0,10.36,3,3,0,0,0,187
Shaheen Shah Afridi,4,0,31,1,7.75,9,5,0,1,0,188
Zaman Khan,4,0,39,1,9.75,8,6,0,2,0,188
Rashid Khan,4,0,24,1,6.00,9,3,0,0,0,188
Haris Rauf,4,0,33,3,8.25,9,3,1,0,0,188
David Wiese,2,0,21,0,10.50,2,0,2,0,0,188
Samit Patel,1,0,11,0,11.00,3,1,1,0,0,188
Mohammad Hafeez,1,0,4,1,4.00,3,0,0,1,0,188
Mohammad Nabi,4,0,27,1,6.75,7,3,0,1,0,188
Aamer Yamin,1,0,14,0,14.00,1,3,0,0,0,188
Imad Wasim,4,0,28,1,7.00,6,0,2,0,0,188
Mohammad Ilyas,3,0,43,0,14.33,5,6,2,1,0,188
Umaid Asif,4,0,30,2,7.50,10,5,0,1,0,188
Lewis Gregory,3.2,0,32,0,9.60,5,5,0,1,0,188
Sohail Tanvir,4,0,36,0,9.00,7,3,1,0,0,189
Mohammad Hasnain,4,0,27,2,6.75,10,3,0,0,2,189
James Faulkner,4,0,22,1,5.50,10,0,1,0,0,189
Naseem Shah,4,0,42,0,10.50,8,2,3,2,1,189
Mohammad Nawaz,1,0,13,0,13.00,1,1,1,0,0,189
Iftikhar Ahmed,3,0,32,0,10.66,4,2,2,1,0,189
Khushdil Shah,4,0,16,3,4.00,14,1,0,3,0,189
David Willey,3.5,0,22,3,5.73,12,1,1,1,0,189
Imran Khan,3,0,43,0,14.33,3,4,3,0,0,189
Shahnawaz Dahani,2,0,33,0,16.50,2,4,2,0,0,189
Imran Tahir,4,0,24,3,6.00,9,2,0,0,0,189
Abbas Afridi,3,0,25,0,8.33,5,1,1,1,0,189
Hasan Ali,4,0,52,1,13.00,7,3,5,0,0,190
Faheem Ashraf,4,0,47,0,11.75,11,6,3,1,0,190
Mohammad Wasim,4,0,39,1,9.75,9,8,0,0,0,190
Marchant de Lange,4,0,48,1,12.00,6,3,4,0,0,190
Shadab Khan,4,0,29,0,7.25,11,1,2,0,0,190
Rumman Raees,4,0,41,1,10.25,6,5,1,2,0,190
David Willey,3.4,0,38,3,10.36,10,4,2,1,0,190
Abbas Afridi,2,0,26,0,13.00,2,2,2,0,0,190
Anwar Ali,2,0,21,1,10.50,4,2,1,1,0,190
Imran Tahir,4,0,35,0,8.75,7,1,3,0,0,190
Khushdil Shah,4,0,35,4,8.75,9,1,3,2,0,190
Shoaib Malik,2,0,20,0,10.00,1,1,1,0,0,191
Aarish Ali Khan,3,0,36,0,12.00,5,4,2,1,0,191
Salman Irshad,4,0,47,2,11.75,8,2,4,1,0,191
Wahab Riaz,4,0,33,0,8.25,8,4,0,0,0,191
Usman Qadir,4,0,43,1,10.75,3,2,3,0,0,191
Hussain Talat,3,0,19,1,6.33,6,2,0,0,0,191
Shaheen Shah Afridi,4,0,19,2,4.75,11,0,1,0,0,191
Zaman Khan,4,0,32,3,8.00,7,3,1,0,0,191
Rashid Khan,4,0,38,1,9.50,11,5,2,0,0,191
Haris Rauf,4,0,35,0,8.75,7,2,2,0,0,191
Kamran Ghulam,2,0,18,0,9.00,5,1,1,2,0,191
David Wiese,2,0,11,2,5.50,6,0,1,0,0,191
Mohammad Nawaz,4,0,32,2,8.00,11,1,3,0,0,192
Sohail Tanvir,4,0,43,0,10.75,5,5,1,0,1,192
Naseem Shah,4,0,42,0,10.50,5,5,1,1,0,192
James Faulkner,4,0,45,1,11.25,4,5,2,0,0,192
Shahid Afridi,4,0,67,1,16.75,4,1,8,1,0,192
Hasan Ali,4,0,50,2,12.50,6,3,4,1,0,192
Faheem Ashraf,3,0,26,0,8.66,6,3,1,0,0,192
Waqas Maqsood,4,0,34,1,8.50,9,1,2,4,0,192
Mohammad Wasim,3.3,0,27,2,7.71,8,4,0,2,0,192
Shadab Khan,4,0,28,5,7.00,10,2,1,1,0,192
Mubasir Khan,1,0,16,0,16.00,1,2,1,0,0,192
Imad Wasim,4,0,30,0,7.50,9,1,2,0,0,193
Aamer Yamin,4,0,36,1,9.00,9,3,2,2,0,193
Mohammad Imran,4,0,40,0,10.00,7,5,1,0,1,193
Umaid Asif,4,0,36,3,9.00,7,2,1,1,0,193
Lewis Gregory,1,0,10,0,10.00,0,1,0,0,0,193
Mohammad Nabi,3,0,15,0,5.00,5,0,0,0,0,193
Shoaib Malik,1,0,2,1,2.00,5,0,0,1,0,193
Mohammad Umar,4,0,22,3,5.50,12,3,0,0,0,193
Salman Irshad,4,0,24,0,6.00,10,3,0,0,0,193
Wahab Riaz,4,0,43,0,10.75,3,5,1,1,0,193
Hussain Talat,4,0,43,1,10.75,3,6,0,2,0,193
Usman Qadir,3,0,29,1,9.66,6,2,2,0,0,193
Hasan Ali,3,0,43,0,14.33,5,6,1,1,0,194
Faheem Ashraf,2,0,17,0,8.50,1,2,0,0,0,194
Mohammad Wasim,3,0,39,0,13.00,4,6,1,1,0,194
Waqas Maqsood,4,0,35,4,8.75,7,4,0,1,0,194
Mubasir Khan,4,0,19,1,4.75,9,1,0,0,0,194
Shadab Khan,4,0,20,4,5.00,12,1,1,0,0,194
Shaheen Shah Afridi,4,0,24,1,6.00,11,2,0,2,0,194
Zaman Khan,4,0,29,1,7.25,12,1,2,1,0,194
Mohammad Hafeez,2,0,23,0,11.50,5,2,2,0,0,194
Haris Rauf,4,0,41,2,10.25,9,3,3,0,0,194
Rashid Khan,4,0,21,1,5.25,13,1,1,0,0,194
Kamran Ghulam,1,0,17,0,17.00,2,1,2,0,0,194
David Wiese,1,0,9,0,9.00,1,1,0,0,0,194
Mohammad Umar,4,0,36,0,9.00,5,3,1,0,0,195
Saqib Mahmood,3,0,37,0,12.33,3,3,2,1,0,195
Salman Irshad,4,0,38,1,9.50,5,3,1,0,0,195
Wahab Riaz,4,0,55,0,13.75,8,4,5,1,0,195
Shoaib Malik,2,0,17,1,8.50,1,2,0,0,0,195
Usman Qadir,3,0,34,1,11.33,6,1,3,0,1,195
Anwar Ali,3,0,36,0,12.00,3,5,1,1,0,195
Blessing Muzarabani,4,0,34,1,8.50,13,2,3,2,0,195
Shahnawaz Dahani,4,0,41,3,10.25,12,4,3,1,1,195
Abbas Afridi,3,0,20,1,6.66,5,2,0,0,0,195
Imran Tahir,4,0,25,3,6.25,9,1,1,0,0,195
Khushdil Shah,2,0,8,0,4.00,4,0,0,0,0,195
Imad Wasim,3,0,22,1,7.33,5,1,1,0,0,196
Usman Shinwari,4,0,28,1,7.00,8,3,0,2,0,196
Umaid Asif,4,0,28,1,7.00,10,1,2,0,0,196
Chris Jordan,4,0,36,2,9.00,7,3,2,0,0,196
Lewis Gregory,2,0,25,0,12.50,1,3,1,0,0,196
Mohammad Nabi,3,0,33,1,11.00,2,3,1,0,1,196
Mubasir Khan,1,0,5,0,5.00,4,1,0,0,0,196
Faheem Ashraf,3,0,20,0,6.66,8,3,0,0,0,196
Waqas Maqsood,4,0,28,1,7.00,10,3,1,0,0,196
Mohammad Wasim,4,0,41,1,10.25,8,6,1,0,0,196
Hasan Ali,4,0,26,1,6.50,8,1,1,0,0,196
Shadab Khan,4,0,15,4,3.75,16,1,0,0,0,196
Luke Wood,4,0,45,1,11.25,4,4,2,0,0,197
Naseem Shah,4,0,36,0,9.00,7,0,3,1,0,197
James Faulkner,2,0,26,0,13.00,3,0,3,0,0,197
Ghulam Mudassar,4,0,43,2,10.75,4,3,2,2,0,197
Shahid Afridi,3,0,25,0,8.33,4,1,1,0,0,197
Iftikhar Ahmed,1,0,10,1,10.00,1,0,1,0,0,197
Mohammad Nawaz,2,0,18,0,9.00,3,1,1,0,0,197
Shaheen Shah Afridi,4,0,40,0,10.00,4,4,1,1,0,197
Zaman Khan,3.3,0,42,0,12.00,6,3,3,0,1,197
Haris Rauf,4,0,48,1,12.00,6,4,3,0,0,197
Rashid Khan,4,0,32,0,8.00,9,4,1,0,0,197
Kamran Ghulam,2,0,15,1,7.50,5,0,1,1,0,197
David Wiese,2,0,26,1,13.00,1,3,1,0,0,197
Saqib Mahmood,4,0,44,2,11.00,9,4,3,2,0,198
Mohammad Umar,2,0,20,0,10.00,5,4,0,0,0,198
Wahab Riaz,4,0,34,2,8.50,10,5,0,1,1,198
Salman Irshad,4,0,34,2,8.50,6,1,2,0,0,198
Liam Livingstone,4,0,34,0,8.50,6,1,1,1,0,198
Shoaib Malik,2,0,9,0,4.50,4,0,0,0,0,198
Anwar Ali,2,0,11,0,5.50,7,2,0,0,0,198
Blessing Muzarabani,4,0,18,3,4.50,14,2,0,1,0,198
Shahnawaz Dahani,3,0,35,2,11.66,8,3,3,0,0,198
Abbas Afridi,3,0,23,1,7.66,8,1,2,0,0,198
Imran Tahir,4,0,25,1,6.25,8,1,1,1,0,198
Khushdil Shah,3.3,0,26,3,7.42,9,2,1,1,0,198
Anwar Ali,2,0,11,1,5.50,7,1,0,0,0,199
Blessing Muzarabani,4,0,48,0,12.00,3,4,2,0,0,199
Shahnawaz Dahani,3,0,31,1,10.33,5,4,0,1,1,199
Abbas Afridi,4,0,33,1,8.25,8,2,2,0,0,199
Khushdil Shah,3,0,27,0,9.00,5,4,0,2,0,199
Imran Tahir,4,0,30,1,7.50,6,0,2,0,0,199
Shaheen Shah Afridi,4,0,26,2,6.50,10,2,1,0,1,199
Haris Rauf,4,0,20,2,5.00,13,1,1,0,0,199
Zaman Khan,3.3,0,21,3,6.00,10,3,0,1,0,199
Rashid Khan,4,0,33,2,8.25,8,2,1,1,0,199
David Wiese,4,0,26,0,6.50,7,2,0,1,0,199
Shahid Afridi,4,0,27,2,6.75,9,0,1,3,0,200
James Faulkner,4,0,47,2,11.75,8,5,3,0,0,200
Naseem Shah,4,0,43,1,10.75,8,5,2,1,0,200
Ghulam Mudassar,3,0,40,0,13.33,7,2,4,2,0,200
Noor Ahmad,4,0,27,1,6.75,12,0,1,3,0,200
Iftikhar Ahmed,1,0,11,0,11.00,1,2,0,0,0,200
Liam Dawson,4,0,30,1,7.50,5,2,1,0,0,200
Faheem Ashraf,3,0,27,0,9.00,7,3,1,1,0,200
Mohammad Wasim,4,0,61,1,15.25,5,7,3,2,0,200
Hasan Ali,3.4,0,49,0,13.36,4,6,2,2,0,200
Shadab Khan,4,0,25,3,6.25,8,1,1,1,0,200
Zeeshan Zameer,1,0,7,0,7.00,0,0,0,1,0,200
Imad Wasim,4,0,31,0,7.75,11,2,2,0,0,201
Aamer Yamin,3,0,38,0,12.66,5,2,2,1,0,201
Mohammad Nabi,4,0,33,1,8.25,7,3,1,0,0,201
Umaid Asif,4,0,35,1,8.75,6,4,0,0,0,201
Chris Jordan,4,0,41,3,10.25,6,7,0,1,0,201
Qasim Akram,1,0,7,1,7.00,1,0,0,1,0,201
Shoaib Malik,2,0,11,0,5.50,7,2,0,0,0,201
Mohammad Umar,4,0,29,1,7.25,10,1,2,0,0,201
Salman Irshad,4,0,24,2,6.00,9,2,0,0,0,201
Wahab Riaz,4,0,26,2,6.50,7,2,0,1,0,201
Amad Butt,3,0,26,0,8.66,4,1,1,1,0,201
Liam Livingstone,3,0,22,1,7.33,5,1,1,0,0,201
Shaheen Shah Afridi,4,0,27,2,6.75,10,4,0,1,0,202
Haris Rauf,4,0,37,1,9.25,7,2,2,2,0,202
Zaman Khan,3,0,22,0,7.33,7,3,0,1,0,202
Rashid Khan,4,0,13,1,3.25,12,0,0,0,0,202
David Wiese,4,0,25,2,6.25,7,1,1,0,0,202
Kamran Ghulam,1,0,14,0,14.00,0,1,1,0,0,202
Sohail Tanvir,4,0,30,0,7.50,9,4,0,1,0,202
Naseem Shah,3,0,22,0,7.33,6,3,0,0,0,202
Noor Ahmad,4,0,24,1,6.00,9,2,0,2,0,202
Ghulam Mudassar,3,0,25,1,8.33,3,2,0,0,0,202
Iftikhar Ahmed,1,0,12,0,12.00,0,2,0,0,0,202
Hassan Khan,2.4,0,26,0,9.75,4,0,2,0,0,202
Imad Wasim,4,0,30,2,7.50,12,1,3,0,0,203
Mir Hamza,4,0,31,1,7.75,8,2,0,2,0,203
Chris Jordan,4,0,39,1,9.75,6,3,2,0,0,203
Umaid Asif,4,0,49,1,12.25,7,3,4,1,0,203
Jordan Thompson,2,0,22,1,11.00,4,3,1,0,0,203
Mohammad Nabi,2,0,15,0,7.50,2,0,1,0,0,203
Zeeshan Zameer,1.3,0,10,1,6.66,5,2,0,0,0,203
Faheem Ashraf,4,0,48,0,12.00,10,7,2,1,0,203
Liam Dawson,3.3,0,21,1,6.00,9,2,0,1,0,203
Hasan Ali,4,0,47,0,11.75,8,6,2,0,0,203
Waqas Maqsood,4,0,34,3,8.50,11,1,3,2,0,203
Asif Ali,3,0,27,2,9.00,3,3,0,0,0,203
Sohail Tanvir,4,0,50,0,12.50,10,3,5,0,0,204
Naseem Shah,4,0,27,4,6.75,10,4,0,0,1,204
Khurram Shahzad,4,0,40,1,10.00,6,7,0,0,0,204
Noor Ahmad,4,0,35,0,8.75,6,3,0,3,0,204
Ghulam Mudassar,3,0,29,1,9.66,4,4,0,2,0,204
Iftikhar Ahmed,1,0,2,1,2.00,4,0,0,0,0,204
Liam Livingstone,4,0,24,1,6.00,11,2,1,0,0,204
Mohammad Umar,2,0,26,0,13.00,0,4,0,0,0,204
Usman Qadir,4,0,25,3,6.25,11,3,0,1,0,204
Wahab Riaz,4,0,39,1,9.75,9,4,2,1,0,204
